series_id,series_name,source_name,country_id,country_name,region,income_group,year,value
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1996,6468.616998
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1997,6727.4545
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1998,6963.760802
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1999,7305.146991
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2000,7573.929213
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2001,7791.955558
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2002,7832.080845
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2003,8138.211054
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2004,8578.441655
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2005,8802.943118
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2006,9179.489146
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2007,9698.423639
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2008,10003.299493
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2009,10195.576513
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2010,10436.3656
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2011,10120.677173
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2012,10404.224086
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2013,10579.122885
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2014,10767.027652
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2015,10765.886247
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2016,10761.514527
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",788,Tunisia,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2017,10849.297386
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),1990,11400.176172
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),1991,11289.907911
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),1992,11665.21125
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),1993,12357.179447
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),1994,11594.016839
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),1995,12310.199715
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),1996,13010.254638
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),1997,13776.054289
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),1998,13874.078628
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),1999,13197.747859
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2000,13862.053019
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2001,12842.35827
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2002,13468.488145
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2003,14020.936312
